PlaylistName,TrackName,AlbumTitle,ArtistName,Genre,Composer,DurationMinutes,UnitPrice
Music,Deeper Underground,Synkronized,Jamiroquai,R&B/Soul,Toby Smith,4.7,0.99
Music,Deixa,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,Bossa Nova,,3.0,0.99
Music,Deixa,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,Bossa Nova,,3.0,0.99
Music,Deixa Entrar,Deixa Entrar,Falamansa,Latin,,0.56,0.99
Music,Deixa Entrar,Deixa Entrar,Falamansa,Latin,,0.56,0.99
Music,Demorou!,Demorou...,Mônica Marianno,World,Mônica Marianno,0.65,0.99
Music,Demorou!,Demorou...,Mônica Marianno,World,Mônica Marianno,0.65,0.99
Music,Denúncia,Olodum,Olodum,Latin,,2.66,0.99
Music,Denúncia,Olodum,Olodum,Latin,,2.66,0.99
Music,Departure,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,3.49,0.99
Music,Departure,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,3.49,0.99
Music,Desafinado,Warner 25 Anos,Antônio Carlos Jobim,Jazz,,3.09,0.99
Music,Desafinado,Warner 25 Anos,Antônio Carlos Jobim,Jazz,,3.09,0.99
Music,Desaforo,Deixa Entrar,Falamansa,Latin,,2.91,0.99
Music,Desaforo,Deixa Entrar,Falamansa,Latin,,2.91,0.99
Music,Desculpe Babe,Minha História,Os Mutantes,Alternative & Punk,Arnaldo Baptista - Rita Lee,2.84,0.99
Music,Desculpe Babe,Minha História,Os Mutantes,Alternative & Punk,Arnaldo Baptista - Rita Lee,2.84,0.99
Music,Desire,Rattle And Hum,U2,Rock,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",2.99,0.99
Music,Desire,Rattle And Hum,U2,Rock,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",2.99,0.99
Music,Desire,The Best Of 1980-1990,U2,Rock,U2,3.0,0.99
Music,Desire,The Best Of 1980-1990,U2,Rock,U2,3.0,0.99
Music,Desordem,Volume Dois,Titãs,Alternative & Punk,Charles Gavin/Marcelo Fromer/Sérgio Britto,3.55,0.99
Music,Desordem,Volume Dois,Titãs,Alternative & Punk,Charles Gavin/Marcelo Fromer/Sérgio Britto,3.55,0.99
Music,Despertar,Quiet Songs,Aisha Duo,Jazz,Andrea Dulbecco,5.12,0.99
Music,Despertar,Quiet Songs,Aisha Duo,Jazz,Andrea Dulbecco,5.12,0.99
Music,Destitute Illusions,Synkronized,Jamiroquai,R&B/Soul,Derrick McKenzie/Jay Kay/Toby Smith,5.67,0.99
Music,Destitute Illusions,Synkronized,Jamiroquai,R&B/Soul,Derrick McKenzie/Jay Kay/Toby Smith,5.67,0.99
Music,Detroit Rock City,Greatest Kiss,Kiss,Rock,"Paul Stanley, B. Ezrin",3.65,0.99
Music,Detroit Rock City,Greatest Kiss,Kiss,Rock,"Paul Stanley, B. Ezrin",3.65,0.99
Music,Deuce,Greatest Kiss,Kiss,Rock,Gene Simmons,3.08,0.99
Music,Deuce,Greatest Kiss,Kiss,Rock,Gene Simmons,3.08,0.99
Music,Deuces Are Wild,Big Ones,Aerosmith,Rock,"Steven Tyler, Jim Vallance",3.6,0.99
Music,Deuces Are Wild,Big Ones,Aerosmith,Rock,"Steven Tyler, Jim Vallance",3.6,0.99
Music,Deus,Compositores,O Terço,Rock,,4.74,0.99
Music,Deus,Compositores,O Terço,Rock,,4.74,0.99
Music,Devil's Dance,ReLoad,Metallica,Metal,"Hetfield, Ulrich",5.32,0.99
Music,Devil's Dance,ReLoad,Metallica,Metal,"Hetfield, Ulrich",5.32,0.99
Music,Dezesseis,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,Latin,Renato Russo,5.4,0.99
Music,Dezesseis,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,Latin,Renato Russo,5.4,0.99
Music,Dezesseis,Mais Do Mesmo,Legião Urbana,Latin,Dado Villa-Lobos/Marcelo Bonfá,5.36,0.99
Music,Dezesseis,Mais Do Mesmo,Legião Urbana,Latin,Dado Villa-Lobos/Marcelo Bonfá,5.36,0.99
Music,Diamante De Mendigo,Raul Seixas,Raul Seixas,Rock,,3.43,0.99
Music,Diamante De Mendigo,Raul Seixas,Raul Seixas,Rock,,3.43,0.99
Music,Diamonds And Rust (Live),Living After Midnight,Judas Priest,Metal,,3.66,0.99
Music,Diamonds And Rust (Live),Living After Midnight,Judas Priest,Metal,,3.66,0.99
Music,Didgin' Out,Emergency On Planet Earth,Jamiroquai,Rock,"Buchanan, Wallis",2.62,0.99
Music,Didgin' Out,Emergency On Planet Earth,Jamiroquai,Rock,"Buchanan, Wallis",2.62,0.99
Music,Die Die My Darling,Garage Inc. (Disc 1),Metallica,Metal,Danzig,2.49,0.99
Music,Die Die My Darling,Garage Inc. (Disc 1),Metallica,Metal,Danzig,2.49,0.99
Music,Die Walküre: The Ride of the Valkyries,Wagner: Favourite Overtures,Sir Georg Solti & Wiener Philharmoniker,Classical,Richard Wagner,3.15,0.99
Music,Die Walküre: The Ride of the Valkyries,Wagner: Favourite Overtures,Sir Georg Solti & Wiener Philharmoniker,Classical,Richard Wagner,3.15,0.99
Music,Die With Your Boots On,Live After Death,Iron Maiden,Heavy Metal,Adrian Smith/Bruce Dickinson/Steve Harris,5.24,0.99
Music,Die With Your Boots On,Live After Death,Iron Maiden,Heavy Metal,Adrian Smith/Bruce Dickinson/Steve Harris,5.24,0.99
Music,Die With Your Boots On,Piece Of Mind,Iron Maiden,Metal,Adrian Smith/Bruce Dickinson/Steve Harris,5.43,0.99
Music,Die With Your Boots On,Piece Of Mind,Iron Maiden,Metal,Adrian Smith/Bruce Dickinson/Steve Harris,5.43,0.99
Music,"Die Zauberflöte, K.620: ""Der Hölle Rache Kocht in Meinem Herze""",Mozart Gala: Famous Arias,"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker",Opera,Wolfgang Amadeus Mozart,2.91,0.99
Music,"Die Zauberflöte, K.620: ""Der Hölle Rache Kocht in Meinem Herze""",Mozart Gala: Famous Arias,"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker",Opera,Wolfgang Amadeus Mozart,2.91,0.99
Music,Different World,A Matter of Life and Death,Iron Maiden,Rock,,4.31,0.99
Music,Different World,A Matter of Life and Death,Iron Maiden,Rock,,4.31,0.99
Music,"Dig-Dig, Lambe-Lambe (Ao Vivo)",Axé Bahia 2001,Various Artists,Pop,Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,3.42,0.99
Music,"Dig-Dig, Lambe-Lambe (Ao Vivo)",Axé Bahia 2001,Various Artists,Pop,Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,3.42,0.99
Music,"Diga Lá, Coração",Meus Momentos,Gonzaguinha,Latin,,4.27,0.99
Music,"Diga Lá, Coração",Meus Momentos,Gonzaguinha,Latin,,4.27,0.99
Music,Digging The Grave,King For A Day Fool For A Lifetime,Faith No More,Rock,"Mike Bordin, Billy Gould, Mike Patton",3.09,0.99
Music,Digging The Grave,King For A Day Fool For A Lifetime,Faith No More,Rock,"Mike Bordin, Billy Gould, Mike Patton",3.09,0.99
Music,Din Din Wo (Little Child),Muso Ko,Habib Koité and Bamada,World,Habib Koité,4.76,0.99
Music,Din Din Wo (Little Child),Muso Ko,Habib Koité and Bamada,World,Habib Koité,4.76,0.99
Music,Dindi (Dindi),Warner 25 Anos,Antônio Carlos Jobim,Jazz,,4.22,0.99
Music,Dindi (Dindi),Warner 25 Anos,Antônio Carlos Jobim,Jazz,,4.22,0.99
Music,Dirty Day,Zooropa,U2,Rock,"U2; Bono & Edge, The",5.41,0.99
Music,Dirty Day,Zooropa,U2,Rock,"U2; Bono & Edge, The",5.41,0.99
Music,Dirty Little Thing,Contraband,Velvet Revolver,Rock,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",3.96,0.99
Music,Dirty Little Thing,Contraband,Velvet Revolver,Rock,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",3.96,0.99
Music,Dirty Love,Ace Of Spades,Motörhead,Metal,Clarke/Kilmister/Taylor,2.94,0.99
Music,Dirty Love,Ace Of Spades,Motörhead,Metal,Clarke/Kilmister/Taylor,2.94,0.99
Music,Dirty Water Dog,Van Halen III,Van Halen,Rock,Van Halen,5.46,0.99
Music,Dirty Water Dog,Van Halen III,Van Halen,Rock,Van Halen,5.46,0.99
Music,Dirty Window,St. Anger,Metallica,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,5.42,0.99
Music,Dirty Window,St. Anger,Metallica,Metal,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,5.42,0.99
Music,Disappearing Act,Carry On,Chris Cornell,Alternative,Chris Cornell,4.56,0.99
Music,Disappearing Act,Carry On,Chris Cornell,Alternative,Chris Cornell,4.56,0.99
Music,Disarm,Rotten Apples: Greatest Hits,Smashing Pumpkins,Alternative & Punk,Billy Corgan,3.31,0.99
Music,Disarm,Rotten Apples: Greatest Hits,Smashing Pumpkins,Alternative & Punk,Billy Corgan,3.31,0.99
Music,Disc Jockey Jump,Up An' Atom,Gene Krupa,Jazz,,3.22,0.99
Music,Disc Jockey Jump,Up An' Atom,Gene Krupa,Jazz,,3.22,0.99
Music,Discotheque,Pop,U2,Rock,"Bono, The Edge, Adam Clayton, and Larry Mullen",5.33,0.99
Music,Discotheque,Pop,U2,Rock,"Bono, The Edge, Adam Clayton, and Larry Mullen",5.33,0.99
Music,Disenchanted Lullaby,One By One,Foo Fighters,Alternative & Punk,Foo Fighters,4.56,0.99
Music,Disenchanted Lullaby,One By One,Foo Fighters,Alternative & Punk,Foo Fighters,4.56,0.99
Music,Disposable Heroes,Master Of Puppets,Metallica,Metal,J.Hetfield/L.Ulrich,8.28,0.99
Music,Disposable Heroes,Master Of Puppets,Metallica,Metal,J.Hetfield/L.Ulrich,8.28,0.99
Music,Dissident,Vs.,Pearl Jam,Rock,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,3.59,0.99
Music,Dissident,Vs.,Pearl Jam,Rock,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,3.59,0.99
Music,Distance,Realize,Karsh Kale,Electronica/Dance,Karsh Kale/Vishal Vaid,5.45,0.99
Music,Distance,Realize,Karsh Kale,Electronica/Dance,Karsh Kale/Vishal Vaid,5.45,0.99
Music,Diversão,Acústico,Titãs,Alternative & Punk,Titãs,4.77,0.99
Music,Diversão,Acústico,Titãs,Alternative & Punk,Titãs,4.77,0.99
Music,Divirta-Se (Saindo Da Sua),Roda De Funk,Funk Como Le Gusta,Latin,,1.25,0.99
Music,Divirta-Se (Saindo Da Sua),Roda De Funk,Funk Como Le Gusta,Latin,,1.25,0.99
Music,Do It For The Kids,Contraband,Velvet Revolver,Rock,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",3.93,0.99
Music,Do It For The Kids,Contraband,Velvet Revolver,Rock,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",3.93,0.99
Music,Do Nosso Amor,Cafezinho,João Suplicy,World,João Suplicy,3.39,0.99
Music,Do Nosso Amor,Cafezinho,João Suplicy,World,João Suplicy,3.39,0.99
Music,Do The Evolution,Live On Two Legs [Live],Pearl Jam,Rock,Eddie Vedder & Stone Gossard,3.76,0.99
Music,Do The Evolution,Live On Two Legs [Live],Pearl Jam,Rock,Eddie Vedder & Stone Gossard,3.76,0.99
Music,Do You Feel Loved,Pop,U2,Rock,"Bono, The Edge, Adam Clayton, and Larry Mullen",5.13,0.99
Music,Do You Feel Loved,Pop,U2,Rock,"Bono, The Edge, Adam Clayton, and Larry Mullen",5.13,0.99
Music,Do You Have Other Loves?,The Best of Ed Motta,Ed Motta,Latin,,4.92,0.99
Music,Do You Have Other Loves?,The Best of Ed Motta,Ed Motta,Latin,,4.92,0.99
Music,Do You Like The Way,Supernatural,Santana,Rock,L. Hill,5.91,0.99
Music,Do You Like The Way,Supernatural,Santana,Rock,L. Hill,5.91,0.99
Music,Do You Love Me,Greatest Kiss,Kiss,Rock,"Paul Stanley, B. Ezrin, K. Fowley",3.58,0.99
Music,Do You Love Me,Greatest Kiss,Kiss,Rock,"Paul Stanley, B. Ezrin, K. Fowley",3.58,0.99
Music,Do You Love Me,Unplugged [Live],Kiss,Rock,"Paul Stanley, Bob Ezrin, Kim Fowley",3.23,0.99
Music,Do You Love Me,Unplugged [Live],Kiss,Rock,"Paul Stanley, Bob Ezrin, Kim Fowley",3.23,0.99
Music,Do what cha wanna,The Best Of Billy Cobham,Billy Cobham,Jazz,George Duke,4.57,0.99
Music,Do what cha wanna,The Best Of Billy Cobham,Billy Cobham,Jazz,George Duke,4.57,0.99
Music,Doce De Carnaval (Candy All),Quanta Gente Veio ver--Bônus De Carnaval,Gilberto Gil,Jazz,,5.94,0.99
Music,Doce De Carnaval (Candy All),Quanta Gente Veio ver--Bônus De Carnaval,Gilberto Gil,Jazz,,5.94,0.99
Music,Doesn't Remind Me,Out Of Exile,Audioslave,Alternative & Punk,"Cornell, Commerford, Morello, Wilk",4.26,0.99
Music,Doesn't Remind Me,Out Of Exile,Audioslave,Alternative & Punk,"Cornell, Commerford, Morello, Wilk",4.26,0.99
Music,Dog Eat Dog,Let There Be Rock,AC/DC,Rock,AC/DC,3.59,0.99
Music,Dog Eat Dog,Let There Be Rock,AC/DC,Rock,AC/DC,3.59,0.99
Music,"Dois Pra Lá, Dois Pra Cá",Elis Regina-Minha História,Elis Regina,Latin,,4.38,0.99
Music,"Dois Pra Lá, Dois Pra Cá",Elis Regina-Minha História,Elis Regina,Latin,,4.38,0.99
Music,Dois Índios,Demorou...,Mônica Marianno,World,Mônica Marianno,3.65,0.99
Music,Dois Índios,Demorou...,Mônica Marianno,World,Mônica Marianno,3.65,0.99
Music,Doll,The Colour And The Shape,Foo Fighters,Rock,"Dave, Taylor, Nate, Chris",1.39,0.99
Music,Doll,The Colour And The Shape,Foo Fighters,Rock,"Dave, Taylor, Nate, Chris",1.39,0.99
Music,Domingo,Volume Dois,Titãs,Alternative & Punk,Sérgio Britto/Toni Bellotto,3.48,0.99
Music,Domingo,Volume Dois,Titãs,Alternative & Punk,Sérgio Britto/Toni Bellotto,3.48,0.99
Music,Domino,Unplugged [Live],Kiss,Rock,Gene Simmons,3.77,0.99
Music,Domino,Unplugged [Live],Kiss,Rock,Gene Simmons,3.77,0.99
Music,Don't Cry,Use Your Illusion II,Guns N' Roses,Metal,Izzy Stradlin'/W. Axl Rose,4.74,0.99
Music,Don't Cry,Use Your Illusion II,Guns N' Roses,Metal,Izzy Stradlin'/W. Axl Rose,4.74,0.99
Music,Don't Cry (Original),Use Your Illusion I,Guns N' Roses,Rock,,4.75,0.99
Music,Don't Cry (Original),Use Your Illusion I,Guns N' Roses,Rock,,4.75,0.99
Music,Don't Damn Me,Use Your Illusion I,Guns N' Roses,Rock,,5.32,0.99
Music,Don't Damn Me,Use Your Illusion I,Guns N' Roses,Rock,,5.32,0.99
Music,Don't Forget Me,By The Way,Red Hot Chili Peppers,Rock,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",4.63,0.99
Music,Don't Forget Me,By The Way,Red Hot Chili Peppers,Rock,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",4.63,0.99
Music,Don't Go Away Mad (Just Go Away),Motley Crue Greatest Hits,Mötley Crüe,Metal,Mick Mars/Nikki Sixx,4.67,0.99
Music,Don't Go Away Mad (Just Go Away),Motley Crue Greatest Hits,Mötley Crüe,Metal,Mick Mars/Nikki Sixx,4.67,0.99
Music,Don't Go Back To Rockville,The Best Of R.E.M.: The IRS Years,R.E.M.,Alternative & Punk,R.E.M.,4.54,0.99
Music,Don't Go Back To Rockville,The Best Of R.E.M.: The IRS Years,R.E.M.,Alternative & Punk,R.E.M.,4.54,0.99
Music,Don't Lie To Me,Into The Light,David Coverdale,Rock,David Coverdale/Earl Slick,4.73,0.99
Music,Don't Lie To Me,Into The Light,David Coverdale,Rock,David Coverdale/Earl Slick,4.73,0.99
Music,Don't Look Back,Greatest Hits,Lenny Kravitz,Reggae,,3.69,0.99
Music,Don't Look Back,Greatest Hits,Lenny Kravitz,Reggae,,3.69,0.99
Music,Don't Look Now,"Chronicle, Vol. 2",Creedence Clearwater Revival,Rock,J.C. Fogerty,2.2,0.99
Music,Don't Look Now,"Chronicle, Vol. 2",Creedence Clearwater Revival,Rock,J.C. Fogerty,2.2,0.99
Music,Don't Look To The Eyes Of A Stranger,Virtual XI,Iron Maiden,Rock,Steve Harris,8.06,0.99
Music,Don't Look To The Eyes Of A Stranger,Virtual XI,Iron Maiden,Rock,Steve Harris,8.06,0.99
Music,Don't Stand So Close to Me '86,The Police Greatest Hits,The Police,Rock,G M Sumner,4.89,0.99
Music,Don't Stand So Close to Me '86,The Police Greatest Hits,The Police,Rock,G M Sumner,4.89,0.99
Music,Don't Stand so Close to Me,The Police Greatest Hits,The Police,Rock,G M Sumner,4.02,0.99
Music,Don't Stand so Close to Me,The Police Greatest Hits,The Police,Rock,G M Sumner,4.02,0.99
Music,Don't Stop Me Now,Greatest Hits I,Queen,Rock,"Mercury, Freddie",3.53,0.99
Music,Don't Stop Me Now,Greatest Hits I,Queen,Rock,"Mercury, Freddie",3.53,0.99
Music,Don't Take Your Love From Me,Up An' Atom,Gene Krupa,Jazz,,4.71,0.99
Music,Don't Take Your Love From Me,Up An' Atom,Gene Krupa,Jazz,,4.71,0.99
Music,Don't Tread On Me,Black Album,Metallica,Metal,Ulrich,4.01,0.99
Music,Don't Tread On Me,Black Album,Metallica,Metal,Ulrich,4.01,0.99
Music,Don't You Cry,Into The Light,David Coverdale,Rock,David Coverdale,5.78,0.99
Music,Don't You Cry,Into The Light,David Coverdale,Rock,David Coverdale,5.78,0.99
Music,Dona (Roupa Nova),Vozes do MPB,Various Artists,Latin,,4.06,0.99
Music,Dona (Roupa Nova),Vozes do MPB,Various Artists,Latin,,4.06,0.99
Music,Dosed,By The Way,Red Hot Chili Peppers,Rock,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",5.2,0.99
Music,Dosed,By The Way,Red Hot Chili Peppers,Rock,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",5.2,0.99
Music,Double Talkin' Jive,Use Your Illusion I,Guns N' Roses,Rock,,3.39,0.99
Music,Double Talkin' Jive,Use Your Illusion I,Guns N' Roses,Rock,,3.39,0.99
Music,Doutor,Cidade Negra - Hits,Cidade Negra,Reggae,Bino/Da Gama/Toni Garrido,2.97,0.99
Music,Doutor,Cidade Negra - Hits,Cidade Negra,Reggae,Bino/Da Gama/Toni Garrido,2.97,0.99
Music,Down By The Seaside,Physical Graffiti [Disc 2],Led Zeppelin,Rock,Robert Plant,5.27,0.99
Music,Down By The Seaside,Physical Graffiti [Disc 2],Led Zeppelin,Rock,Robert Plant,5.27,0.99
Music,Down On The Corner,"Chronicle, Vol. 1",Creedence Clearwater Revival,Rock,J. C. Fogerty,2.75,0.99
Music,Down On The Corner,"Chronicle, Vol. 1",Creedence Clearwater Revival,Rock,J. C. Fogerty,2.75,0.99
Music,Down Under,The Best Of Men At Work,Men At Work,Rock,,3.7,0.99
Music,Down Under,The Best Of Men At Work,Men At Work,Rock,,3.7,0.99
Music,Down by the Sea,The Best Of Men At Work,Men At Work,Rock,,6.8,0.99
Music,Down by the Sea,The Best Of Men At Work,Men At Work,Rock,,6.8,0.99
Music,Downtown,Cidade Negra - Hits,Cidade Negra,Reggae,Cidade Negra,4.0,0.99
Music,Downtown,Cidade Negra - Hits,Cidade Negra,Reggae,Cidade Negra,4.0,0.99
Music,Dr. Feelgood,Motley Crue Greatest Hits,Mötley Crüe,Metal,Mick Mars/Nikki Sixx,4.71,0.99
Music,Dr. Feelgood,Motley Crue Greatest Hits,Mötley Crüe,Metal,Mick Mars/Nikki Sixx,4.71,0.99
Music,Dr. Heckyll & Mr. Jive,The Best Of Men At Work,Men At Work,Rock,,4.64,0.99
Music,Dr. Heckyll & Mr. Jive,The Best Of Men At Work,Men At Work,Rock,,4.64,0.99
Music,Drain You,From The Muddy Banks Of The Wishkah [Live],Nirvana,Rock,Kurt Cobain,3.59,0.99
Music,Drain You,From The Muddy Banks Of The Wishkah [Live],Nirvana,Rock,Kurt Cobain,3.59,0.99
Music,Drain You,Nevermind,Nirvana,Rock,Kurt Cobain,3.73,0.99
Music,Drain You,Nevermind,Nirvana,Rock,Kurt Cobain,3.73,0.99
Music,Dream Of Mirrors,Brave New World,Iron Maiden,Rock,Janick Gers/Steve Harris,9.35,0.99
Music,Dream Of Mirrors,Brave New World,Iron Maiden,Rock,Janick Gers/Steve Harris,9.35,0.99
Music,Dream Of Mirrors,Rock In Rio [CD2],Iron Maiden,Rock,Janick Gers/Steve Harris,9.64,0.99
Music,Dream Of Mirrors,Rock In Rio [CD2],Iron Maiden,Rock,Janick Gers/Steve Harris,9.64,0.99
Music,Dreams,"The Best Of Van Halen, Vol. I",Van Halen,Rock,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",4.86,0.99
Music,Dreams,"The Best Of Van Halen, Vol. I",Van Halen,Rock,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",4.86,0.99
Music,Drifter,Come Taste The Band,Deep Purple,Rock,Bolin/Coverdale,4.05,0.99
Music,Drifter,Come Taste The Band,Deep Purple,Rock,Bolin/Coverdale,4.05,0.99
Music,Drifter,Killers,Iron Maiden,Heavy Metal,Steve Harris,4.81,0.99
Music,Drifter,Killers,Iron Maiden,Heavy Metal,Steve Harris,4.81,0.99
Music,Driver 8,The Best Of R.E.M.: The IRS Years,R.E.M.,Alternative & Punk,R.E.M.,3.41,0.99
Music,Driver 8,The Best Of R.E.M.: The IRS Years,R.E.M.,Alternative & Punk,R.E.M.,3.41,0.99
Music,Drown,Rotten Apples: Greatest Hits,Smashing Pumpkins,Alternative & Punk,Billy Corgan,4.51,0.99
Music,Drown,Rotten Apples: Greatest Hits,Smashing Pumpkins,Alternative & Punk,Billy Corgan,4.51,0.99
Music,Drown Me Slowly,Out Of Exile,Audioslave,Alternative & Punk,"Cornell, Commerford, Morello, Wilk",3.89,0.99
Music,Drown Me Slowly,Out Of Exile,Audioslave,Alternative & Punk,"Cornell, Commerford, Morello, Wilk",3.89,0.99
Music,Drowning Man,War,U2,Rock,U2,4.24,0.99
Music,Drowning Man,War,U2,Rock,U2,4.24,0.99
Music,Drum Boogie,Up An' Atom,Gene Krupa,Jazz,,3.19,0.99
Music,Drum Boogie,Up An' Atom,Gene Krupa,Jazz,,3.19,0.99
Music,Drão,Prenda Minha,Caetano Veloso,Latin,Gilberto Gil,2.6,0.99
Music,Drão,Prenda Minha,Caetano Veloso,Latin,Gilberto Gil,2.6,0.99
Music,Drão,Unplugged,Eric Clapton,Latin,Gilberto Gil,5.02,0.99
Music,Drão,Unplugged,Eric Clapton,Latin,Gilberto Gil,5.02,0.99
Music,Dude (Looks Like A Lady),Big Ones,Aerosmith,Rock,"Steven Tyler, Joe Perry, Desmond Child",4.41,0.99
Music,Dude (Looks Like A Lady),Big Ones,Aerosmith,Rock,"Steven Tyler, Joe Perry, Desmond Child",4.41,0.99
Music,Duelists,Powerslave,Iron Maiden,Metal,Steve Harris,6.11,0.99
Music,Duelists,Powerslave,Iron Maiden,Metal,Steve Harris,6.11,0.99
Music,Duende,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",Rock,"Terry Bozzio, Steve Stevens, Tony Levin",7.46,0.99
Music,Duende,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",Rock,"Terry Bozzio, Steve Stevens, Tony Levin",7.46,0.99
Music,Dujji,Roda De Funk,Funk Como Le Gusta,Latin,,5.41,0.99
Music,Dujji,Roda De Funk,Funk Como Le Gusta,Latin,,5.41,0.99
Music,Dust N' Bones,Use Your Illusion I,Guns N' Roses,Rock,,4.97,0.99
Music,Dust N' Bones,Use Your Illusion I,Guns N' Roses,Rock,,4.97,0.99
Music,Dyers Eve,...And Justice For All,Metallica,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",5.23,0.99
Music,Dyers Eve,...And Justice For All,Metallica,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",5.23,0.99
Music,E Vamos À Luta,Meus Momentos,Gonzaguinha,Latin,,3.71,0.99
Music,E Vamos À Luta,Meus Momentos,Gonzaguinha,Latin,,3.71,0.99
Music,E-Bow The Letter,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,5.42,0.99
Music,E-Bow The Letter,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,5.42,0.99
Music,E.C.T.,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,Latin,,3.79,0.99
Music,E.C.T.,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,Latin,,3.79,0.99
Music,E.S.P.,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,Miles Davis,5.51,0.99
Music,E.S.P.,The Essential Miles Davis [Disc 2],Miles Davis,Jazz,Miles Davis,5.51,0.99
Music,Earth Mofo,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,Rock,,4.7,0.99
Music,Earth Mofo,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,Rock,,4.7,0.99
Music,Easily,Californication,Red Hot Chili Peppers,Rock,Red Hot Chili Peppers,3.86,0.99
Music,Easily,Californication,Red Hot Chili Peppers,Rock,Red Hot Chili Peppers,3.86,0.99
Music,Easy,Angel Dust,Faith No More,Alternative & Punk,,3.1,0.99
Music,Easy,Angel Dust,Faith No More,Alternative & Punk,,3.1,0.99
Music,Eat The Rich,Big Ones,Aerosmith,Rock,"Steven Tyler, Joe Perry, Jim Vallance",4.18,0.99
Music,Eat The Rich,Big Ones,Aerosmith,Rock,"Steven Tyler, Joe Perry, Jim Vallance",4.18,0.99
Music,Echo,Surfing with the Alien (Remastered),Joe Satriani,Rock,J. Satriani,5.63,0.99
Music,Echo,Surfing with the Alien (Remastered),Joe Satriani,Rock,J. Satriani,5.63,0.99
Music,Eclipse,Dark Side Of The Moon,Pink Floyd,Rock,Waters,2.09,0.99
Music,Eclipse,Dark Side Of The Moon,Pink Floyd,Rock,Waters,2.09,0.99
Music,Eclipse Oculto,Prenda Minha,Caetano Veloso,Latin,Caetano Veloso,3.7,0.99
Music,Eclipse Oculto,Prenda Minha,Caetano Veloso,Latin,Caetano Veloso,3.7,0.99
Music,Edge Of The World,The Real Thing,Faith No More,Alternative & Punk,Faith No More,4.17,0.99
Music,Edge Of The World,The Real Thing,Faith No More,Alternative & Punk,Faith No More,4.17,0.99
Music,Edie (Ciao Baby),"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,Rock,,4.03,0.99
Music,Edie (Ciao Baby),"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,Rock,,4.03,0.99
Music,Eduardo E Mônica,Mais Do Mesmo,Legião Urbana,Latin,Renato Russo,4.52,0.99
Music,Eduardo E Mônica,Mais Do Mesmo,Legião Urbana,Latin,Renato Russo,4.52,0.99
Music,Ego Tripping Out,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,R&B/Soul,Marvin Gaye,5.24,0.99
